"Order ID","Customer ID","Order date & time","Product","Order value (gross, net)","Order value (gross)","Order value (net)","Discount applied (₹ + %)","Discount applied (₹)","Discount applied (%)","Payment mode","Shipping city","Pincode","First order vs repeat","Channel source (last touch)","Delivered / Returned / RTO","Name","First order date","Total orders","Total revenue","Average order value","City / tier","Acquisition channel (first touch)","RePurchased","item_count","unique_sku_count","total_item_mrp","total_item_selling_price","average_item_discount_pct","returned_item_count","sku_list","category_list","vendor_list"
"ORD-20220105-000073","CUST-0001437","2022-01-05 18:51:32","Mixed Cart","2089,1812",2089.0,1812.0,"277,13.3%",277.0,13.3,"UPI","Chandigarh","445873","First","Email/SMS","Returned","Sai Rai","2022-01-05",1,1812.0,1812.0,"Chandigarh / Tier 2","Email/SMS","N",2,2,3498.0,1998.0,41.7,2.0,"SKU-SHI-0001, SKU-TSH-0004","shirts, tshirts","StitchWorks India, UrbanWeave Co."
"ORD-20220105-000075","CUST-0002364","2022-01-05 21:49:27","Single item","1910,1684",1910.0,1684.0,"226,11.8%",226.0,11.8,"COD","Pune","591533","First","Meta","RTO","Nathaniel Krishna","2022-01-05",1,1684.0,1684.0,"Pune / Tier 1","Meta","N",1,1,2799.0,1684.0,39.8,1.0,"SKU-SHI-0003","shirts","KnitCraft Studio"
"ORD-20220107-000087","CUST-0002506","2022-01-07 13:16:46","Mixed Cart","1800,1478",1800.0,1478.0,"322,17.9%",322.0,17.9,"COD","Nashik","641816","First","Influencer","Delivered","Ayushman Kibe","2022-01-07",2,3988.0,1994.0,"Nashik / Tier 2","Influencer","Y",1,1,2399.0,1478.0,38.4,0.0,"SKU-CRO-0005","croptops","StitchWorks India"
"ORD-20220107-000092","CUST-0001308","2022-01-07 17:58:29","Mixed Cart","2544,2123",2544.0,2123.0,"422,16.6%",422.0,16.6,"NetBanking","Bengaluru","656700","First","Meta","Delivered","Prisha Dhawan","2022-01-07",1,2123.0,2123.0,"Bengaluru / Tier 1","Meta","N",1,1,2299.0,2123.0,7.7,0.0,"SKU-SHI-0017","shirts","UrbanWeave Co."
"ORD-20220108-000116","CUST-0000897","2022-01-08 20:29:57","Single item","1978,1439",1978.0,1439.0,"539,27.2%",539.0,27.2,"Card","Delhi","511262","First","Email/SMS","Delivered","Ubika Rastogi","2022-01-08",2,4625.0,2312.5,"Delhi / Tier 1","Email/SMS","Y",1,1,2799.0,1439.0,48.6,0.0,"SKU-PAN-0009","pants","KnitCraft Studio"
"ORD-20220109-000130","CUST-0002570","2022-01-09 18:31:49","2-item cart","1895,1590",1895.0,1590.0,"306,16.1%",306.0,16.1,"Card","Bengaluru","772399","First","Offline (Friends/Family)","Delivered","Azaan Merchant","2022-01-09",5,10954.0,2190.8,"Bengaluru / Tier 1","Offline (Friends/Family)","Y",1,1,1499.0,1590.0,0.0,0.0,"SKU-TSH-0049","tshirts","Apex Fashions"
"ORD-20220109-000131","CUST-0002338","2022-01-09 16:40:39","Mixed Cart","1800,1416",1800.0,1416.0,"384,21.3%",384.0,21.3,"UPI","Hyderabad","438710","First","Meta","Returned","Amol Deep","2022-01-09",2,3228.0,1614.0,"Hyderabad / Tier 1","Meta","Y",2,1,3998.0,1998.0,50.0,2.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220110-000148","CUST-0000494","2022-01-10 11:15:40","Mixed Cart","2356,1669",2356.0,1669.0,"687,29.2%",687.0,29.2,"UPI","Bengaluru","235462","First","Meta","Delivered","Gayathri Aurora","2022-01-10",2,4928.0,2464.0,"Bengaluru / Tier 1","Meta","Y",2,2,7598.0,1998.0,50.0,0.0,"SKU-JAC-0031, SKU-SHI-0003","jackets, shirts","KnitCraft Studio, WestCo Garments"
"ORD-20220111-000151","CUST-0000700","2022-01-11 22:57:28","Mixed Cart","2481,1958",2481.0,1958.0,"523,21.1%",523.0,21.1,"Card","Hyderabad","251277","First","Meta","Delivered","Priya Halder","2022-01-11",5,12884.0,2576.8,"Hyderabad / Tier 1","Meta","Y",1,1,2799.0,1958.0,30.0,0.0,"SKU-SHI-0006","shirts","KnitCraft Studio"
"ORD-20220111-000159","CUST-0002554","2022-01-11 10:46:04","Single item","1800,1350",1800.0,1350.0,"450,25.0%",450.0,25.0,"NetBanking","Ranchi","211837","First","Meta","Delivered","Rehaan Banik","2022-01-11",4,9039.0,2259.75,"Ranchi / Tier 2","Meta","Y",1,1,2799.0,1350.0,50.0,0.0,"SKU-SHI-0006","shirts","KnitCraft Studio"
"ORD-20220111-000161","CUST-0001966","2022-01-11 20:27:56","2-item cart","2638,1846",2638.0,1846.0,"792,30.0%",792.0,30.0,"UPI","Chennai","463908","First","Google","Delivered","Nathan Wable","2022-01-11",4,8772.0,2193.0,"Chennai / Tier 1","Google","Y",1,1,2999.0,1846.0,38.4,0.0,"SKU-PAN-0008","pants","StitchWorks India"
"ORD-20220112-000167","CUST-0000173","2022-01-12 19:41:19","2-item cart","1964,1718",1964.0,1718.0,"246,12.5%",246.0,12.5,"Card","Mumbai","168640","First","Instagram DM","Delivered","Isaiah Wason","2022-01-12",2,4459.0,2229.5,"Mumbai / Tier 1","Instagram DM","Y",1,1,1799.0,1718.0,4.5,0.0,"SKU-TSH-0010","tshirts","WestCo Garments"
"ORD-20220112-000168","CUST-0001191","2022-01-12 16:59:55","Single item","2010,1809",2010.0,1809.0,"201,10.0%",201.0,10.0,"UPI","Chandigarh","741560","First","Instagram DM","Delivered","Anusha Raman","2022-01-12",3,7483.0,2494.33,"Chandigarh / Tier 2","Instagram DM","Y",1,1,2299.0,1809.0,21.3,0.0,"SKU-SHI-0036","shirts","WestCo Garments"
"ORD-20220113-000191","CUST-0001262","2022-01-13 18:41:56","Mixed Cart","1804,1505",1804.0,1505.0,"299,16.6%",299.0,16.6,"Card","Kolkata","154477","First","Meta","Delivered","Hemangini Gola","2022-01-13",1,1505.0,1505.0,"Kolkata / Tier 1","Meta","N",1,1,2799.0,1505.0,46.2,0.0,"SKU-SHI-0003","shirts","KnitCraft Studio"
"ORD-20220113-000193","CUST-0001788","2022-01-13 12:27:18","Single item","1887,1553",1887.0,1553.0,"334,17.7%",334.0,17.7,"Card","Kanpur","596098","First","Meta","Delivered","Guneet Sastry","2022-01-13",2,3621.0,1810.5,"Kanpur / Tier 2","Meta","Y",1,1,2699.0,1553.0,42.5,0.0,"SKU-PAN-0002","pants","Apex Fashions"
"ORD-20220114-000201","CUST-0002874","2022-01-14 23:38:19","Mixed Cart","2075,1703",2075.0,1703.0,"372,17.9%",372.0,17.9,"UPI","Chennai","296907","First","Meta","Delivered","Leela Solanki","2022-01-14",1,1703.0,1703.0,"Chennai / Tier 1","Meta","N",1,1,1999.0,1703.0,14.8,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220115-000211","CUST-0000614","2022-01-15 21:43:20","2-item cart","1871,1583",1871.0,1583.0,"288,15.4%",288.0,15.4,"UPI","Kochi","480772","First","Meta","Delivered","Damyanti Majumdar","2022-01-15",1,1583.0,1583.0,"Kochi / Tier 2","Meta","N",1,1,1499.0,1583.0,0.0,0.0,"SKU-TSH-0004","tshirts","StitchWorks India"
"ORD-20220115-000215","CUST-0002875","2022-01-15 14:49:20","2-item cart","2671,2125",2671.0,2125.0,"545,20.4%",545.0,20.4,"UPI","Dehradun","651219","First","Meta","Delivered","Adweta Halder","2022-01-15",4,10333.0,2583.25,"Dehradun / Tier 2","Meta","Y",1,1,2799.0,2125.0,24.1,0.0,"SKU-SHI-0003","shirts","KnitCraft Studio"
"ORD-20220115-000216","CUST-0000135","2022-01-15 16:45:55","Single item","2454,1873",2454.0,1873.0,"581,23.7%",581.0,23.7,"UPI","Mumbai","733156","First","Meta","Delivered","Dayamai Seth","2022-01-15",1,1873.0,1873.0,"Mumbai / Tier 1","Meta","N",1,1,2399.0,1873.0,21.9,0.0,"SKU-CRO-0005","croptops","StitchWorks India"
"ORD-20220115-000217","CUST-0000737","2022-01-15 18:49:42","2-item cart","1935,1550",1935.0,1550.0,"386,19.9%",386.0,19.9,"Card","Bengaluru","330040","First","Meta","Returned","Bhavini Kashyap","2022-01-15",2,4697.0,2348.5,"Bengaluru / Tier 1","Meta","Y",3,2,6697.0,2997.0,50.0,3.0,"SKU-PAN-0002, SKU-SHI-0001","pants, shirts","Apex Fashions, UrbanWeave Co."
"ORD-20220115-000220","CUST-0001654","2022-01-15 12:01:30","Mixed Cart","2372,1850",2372.0,1850.0,"522,22.0%",522.0,22.0,"UPI","Mumbai","557182","First","Influencer","Delivered","Lavanya Pandya","2022-01-15",2,4421.0,2210.5,"Mumbai / Tier 1","Influencer","Y",1,1,1999.0,1850.0,7.5,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220115-000225","CUST-0002325","2022-01-15 22:06:20","Single item","2113,1669",2113.0,1669.0,"444,21.0%",444.0,21.0,"COD","Lucknow","530287","First","Meta","Returned","David Krishna","2022-01-15",2,4418.0,2209.0,"Lucknow / Tier 2","Meta","Y",1,1,1999.0,1669.0,16.5,1.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220115-000230","CUST-0001350","2022-01-15 19:28:12","2-item cart","2697,2175",2697.0,2175.0,"522,19.3%",522.0,19.3,"UPI","Indore","822570","First","Email/SMS","Delivered","Baljiwan Bansal","2022-01-15",3,7259.0,2419.67,"Indore / Tier 2","Email/SMS","Y",1,1,2799.0,2175.0,22.3,0.0,"SKU-SHI-0006","shirts","KnitCraft Studio"
"ORD-20220116-000242","CUST-0000466","2022-01-16 19:17:17","Single item","1800,1491",1800.0,1491.0,"309,17.2%",309.0,17.2,"COD","Surat","730516","First","Google","Delivered","Oni Ganesan","2022-01-16",2,4536.0,2268.0,"Surat / Tier 2","Google","Y",1,1,1499.0,1491.0,0.5,0.0,"SKU-TSH-0032","tshirts","WestCo Garments"
"ORD-20220116-000245","CUST-0001722","2022-01-16 20:16:48","Single item","2130,1820",2130.0,1820.0,"310,14.6%",310.0,14.6,"UPI","Chennai","426007","First","Email/SMS","Delivered","Brijesh Karpe","2022-01-16",1,1820.0,1820.0,"Chennai / Tier 1","Email/SMS","N",2,2,4598.0,1998.0,43.75,0.0,"SKU-CRO-0030, SKU-PAN-0020","croptops, pants","WestCo Garments"
"ORD-20220116-000249","CUST-0000347","2022-01-16 20:44:11","2-item cart","1800,1503",1800.0,1503.0,"297,16.5%",297.0,16.5,"Card","Bhubaneswar","122543","First","Google","Delivered","Oscar Saxena","2022-01-16",1,1503.0,1503.0,"Bhubaneswar / Tier 2","Google","N",1,1,1499.0,1503.0,0.0,0.0,"SKU-TSH-0004","tshirts","StitchWorks India"
"ORD-20220117-000250","CUST-0001116","2022-01-17 13:46:18","Mixed Cart","2097,1887",2097.0,1887.0,"210,10.0%",210.0,10.0,"UPI","Mumbai","733000","First","Influencer","Delivered","Yoshita Rau","2022-01-17",2,3965.0,1982.5,"Mumbai / Tier 1","Influencer","Y",1,1,2799.0,1887.0,32.6,0.0,"SKU-SHI-0003","shirts","KnitCraft Studio"
"ORD-20220117-000252","CUST-0002482","2022-01-17 12:16:18","2-item cart","1800,1406",1800.0,1406.0,"394,21.9%",394.0,21.9,"Card","Ludhiana","399810","First","Influencer","Delivered","Chakradev Om","2022-01-17",3,6798.0,2266.0,"Ludhiana / Tier 2","Influencer","Y",2,2,4298.0,1998.0,50.0,0.0,"SKU-SHI-0001, SKU-SHO-0039","shirts, shorts","UrbanWeave Co."
"ORD-20220118-000285","CUST-0001690","2022-01-18 18:58:43","Mixed Cart","2005,1750",2005.0,1750.0,"255,12.7%",255.0,12.7,"UPI","Hyderabad","759209","First","Meta","Delivered","Vedant Setty","2022-01-18",2,3798.0,1899.0,"Hyderabad / Tier 1","Meta","Y",1,1,1999.0,1750.0,12.5,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220118-000295","CUST-0002421","2022-01-18 12:15:07","2-item cart","2380,1899",2380.0,1899.0,"481,20.2%",481.0,20.2,"Card","Kolkata","497630","First","Google","RTO","Tristan Rama","2022-01-18",1,1899.0,1899.0,"Kolkata / Tier 1","Google","N",1,1,1499.0,1899.0,0.0,1.0,"SKU-TSH-0032","tshirts","WestCo Garments"
"ORD-20220119-000302","CUST-0001436","2022-01-19 23:35:05","2-item cart","2417,1992",2417.0,1992.0,"425,17.6%",425.0,17.6,"Card","Dehradun","574000","First","Influencer","Delivered","Hiral Agrawal","2022-01-19",1,1992.0,1992.0,"Dehradun / Tier 2","Influencer","N",1,1,1799.0,1992.0,0.0,0.0,"SKU-CRO-0042","croptops","KnitCraft Studio"
"ORD-20220120-000310","CUST-0002518","2022-01-20 10:18:18","2-item cart","2695,2142",2695.0,2142.0,"553,20.5%",553.0,20.5,"Card","Noida","302149","First","Google","Returned","Harish Thaman","2022-01-20",3,6587.0,2195.67,"Noida / Tier 2","Google","Y",1,1,2699.0,2142.0,20.6,1.0,"SKU-PAN-0002","pants","Apex Fashions"
"ORD-20220120-000317","CUST-0001419","2022-01-20 10:30:07","Single item","2207,1706",2207.0,1706.0,"501,22.7%",501.0,22.7,"UPI","Coimbatore","211192","First","Email/SMS","Returned","Harini Saini","2022-01-20",1,1706.0,1706.0,"Coimbatore / Tier 2","Email/SMS","N",1,1,2799.0,1706.0,39.0,1.0,"SKU-PAN-0018","pants","Apex Fashions"
"ORD-20220120-000322","CUST-0002696","2022-01-20 21:18:35","2-item cart","1847,1552",1847.0,1552.0,"296,16.0%",296.0,16.0,"UPI","Pune","407389","First","Influencer","Delivered","Aadhya Misra","2022-01-20",1,1552.0,1552.0,"Pune / Tier 1","Influencer","N",1,1,1499.0,1552.0,0.0,0.0,"SKU-TSH-0004","tshirts","StitchWorks India"
"ORD-20220121-000335","CUST-0002989","2022-01-21 20:19:37","Mixed Cart","1858,1672",1858.0,1672.0,"186,10.0%",186.0,10.0,"UPI","Bengaluru","463994","First","Google","RTO","Rachita Mangal","2022-01-21",3,6728.0,2242.67,"Bengaluru / Tier 1","Google","Y",1,1,2699.0,1672.0,38.1,1.0,"SKU-PAN-0002","pants","Apex Fashions"
"ORD-20220121-000339","CUST-0003014","2022-01-21 22:14:39","2-item cart","2233,1938",2233.0,1938.0,"295,13.2%",295.0,13.2,"COD","Indore","730616","First","Meta","Delivered","Faqid Om","2022-01-21",2,5141.0,2570.5,"Indore / Tier 2","Meta","Y",1,1,2799.0,1938.0,30.8,0.0,"SKU-PAN-0009","pants","KnitCraft Studio"
"ORD-20220122-000359","CUST-0002766","2022-01-22 23:20:51","Single item","1800,1610",1800.0,1610.0,"190,10.6%",190.0,10.6,"Card","Delhi","505649","First","Instagram DM","Returned","Anirudh Tiwari","2022-01-22",1,1610.0,1610.0,"Delhi / Tier 1","Instagram DM","N",2,2,5998.0,1998.0,50.0,2.0,"SKU-JAC-0055, SKU-SHI-0001","jackets, shirts","Apex Fashions, UrbanWeave Co."
"ORD-20220122-000360","CUST-0002916","2022-01-22 18:41:39","Single item","1800,1525",1800.0,1525.0,"275,15.3%",275.0,15.3,"NetBanking","Delhi","286954","First","Google","Delivered","Krisha Aurora","2022-01-22",2,3839.0,1919.5,"Delhi / Tier 1","Google","Y",2,2,4698.0,1998.0,50.0,0.0,"SKU-PAN-0002, SKU-SHI-0001","pants, shirts","Apex Fashions, UrbanWeave Co."
"ORD-20220123-000366","CUST-0000114","2022-01-23 21:47:51","Single item","2410,1687",2410.0,1687.0,"723,30.0%",723.0,30.0,"Card","Hyderabad","523870","First","Meta","Delivered","Patrick Mangal","2022-01-23",2,4097.0,2048.5,"Hyderabad / Tier 1","Meta","Y",2,2,4598.0,1998.0,48.7,0.0,"SKU-CRO-0007, SKU-PAN-0002","croptops, pants","Apex Fashions"
"ORD-20220124-000381","CUST-0002886","2022-01-24 22:30:19","Single item","2449,1989",2449.0,1989.0,"460,18.8%",460.0,18.8,"Card","Bengaluru","370733","First","Meta","RTO","Aarush Sarna","2022-01-24",6,14109.0,2351.5,"Bengaluru / Tier 1","Meta","Y",3,3,6097.0,2997.0,42.6333,3.0,"SKU-CRO-0037, SKU-SHI-0003, SKU-TSH-0004","croptops, shirts, tshirts","KnitCraft Studio, StitchWorks India"
"ORD-20220124-000385","CUST-0000588","2022-01-24 23:43:06","Mixed Cart","1978,1688",1978.0,1688.0,"290,14.6%",290.0,14.6,"UPI","Pune","290078","First","Meta","Delivered","Zaitra Ganesan","2022-01-24",4,8855.0,2213.75,"Pune / Tier 1","Meta","Y",1,1,1999.0,1688.0,15.6,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220124-000395","CUST-0002825","2022-01-24 19:13:18","2-item cart","1863,1659",1863.0,1659.0,"204,10.9%",204.0,10.9,"Card","Pune","319175","First","Google","Delivered","Bachittar Contractor","2022-01-24",2,4121.0,2060.5,"Pune / Tier 1","Google","Y",1,1,1999.0,1659.0,17.0,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220124-000396","CUST-0000595","2022-01-24 14:15:13","Single item","2086,1738",2086.0,1738.0,"348,16.7%",348.0,16.7,"UPI","Delhi","819811","First","Influencer","Delivered","Madhav Bali","2022-01-24",1,1738.0,1738.0,"Delhi / Tier 1","Influencer","N",2,1,3998.0,1998.0,50.0,0.0,"SKU-SHI-0001","shirts","UrbanWeave Co."
"ORD-20220125-000404","CUST-0002281","2022-01-25 22:00:45","Mixed Cart","2007,1733",2007.0,1733.0,"274,13.7%",274.0,13.7,"UPI","Bengaluru","282307","First","Meta","RTO","Jagvi Rao","2022-01-25",2,3793.0,1896.5,"Bengaluru / Tier 1","Meta","Y",2,2,4498.0,1998.0,50.0,2.0,"SKU-PAN-0016, SKU-SHI-0001","pants, shirts","KnitCraft Studio, UrbanWeave Co."
"ORD-20220126-000419","CUST-0001465","2022-01-26 10:07:35","Mixed Cart","2134,1663",2134.0,1663.0,"471,22.1%",471.0,22.1,"Card","Indore","703247","First","Meta","Delivered","Wyatt Chacko","2022-01-26",1,1663.0,1663.0,"Indore / Tier 2","Meta","N",1,1,1799.0,1663.0,7.6,0.0,"SKU-SHO-0023","shorts","WestCo Garments"
"ORD-20220128-000444","CUST-0001425","2022-01-28 17:31:23","2-item cart","2447,1922",2447.0,1922.0,"525,21.5%",525.0,21.5,"Wallet","Delhi","401434","First","Instagram DM","Returned","Faraj Rattan","2022-01-28",1,1922.0,1922.0,"Delhi / Tier 1","Instagram DM","N",1,1,2799.0,1922.0,31.3,1.0,"SKU-SHI-0013","shirts","UrbanWeave Co."
"ORD-20220129-000468","CUST-0001349","2022-01-29 17:33:22","2-item cart","2259,1778",2259.0,1778.0,"480,21.3%",480.0,21.3,"Card","Nagpur","556801","First","Meta","Delivered","Ati Mani","2022-01-29",3,6866.0,2288.67,"Nagpur / Tier 2","Meta","Y",1,1,2799.0,1778.0,36.5,0.0,"SKU-SHI-0003","shirts","KnitCraft Studio"
"ORD-20220130-000474","CUST-0002814","2022-01-30 21:52:29","2-item cart","2069,1699",2069.0,1699.0,"370,17.9%",370.0,17.9,"UPI","Delhi","547978","First","Meta","Delivered","Balvan Memon","2022-01-30",4,9337.0,2334.25,"Delhi / Tier 1","Meta","Y",1,1,1999.0,1699.0,15.0,0.0,"SKU-SHO-0040","shorts","WestCo Garments"
"ORD-20220130-000488","CUST-0000352","2022-01-30 16:54:12","Single item","2068,1515",2068.0,1515.0,"553,26.7%",553.0,26.7,"UPI","Vadodara","253111","First","Influencer","Delivered","Zansi Bal","2022-01-30",1,1515.0,1515.0,"Vadodara / Tier 2","Influencer","N",1,1,1899.0,1515.0,20.2,0.0,"SKU-CRO-0007","croptops","Apex Fashions"
"ORD-20220130-000490","CUST-0002543","2022-01-30 11:34:47","Single item","2076,1594",2076.0,1594.0,"482,23.2%",482.0,23.2,"Card","Mumbai","396526","First","Meta","Returned","Maya Pandey","2022-01-30",2,4077.0,2038.5,"Mumbai / Tier 1","Meta","Y",1,1,2499.0,1594.0,36.2,1.0,"SKU-PAN-0016","pants","KnitCraft Studio"
"ORD-20220130-000491","CUST-0001565","2022-01-30 20:34:13","Mixed Cart","2794,2025",2794.0,2025.0,"769,27.5%",769.0,27.5,"COD","Patna","782150","First","Influencer","Returned","Girik Chandra","2022-01-30",2,4737.0,2368.5,"Patna / Tier 2","Influencer","Y",1,1,2799.0,2025.0,27.7,1.0,"SKU-SHI-0006","shirts","KnitCraft Studio"
"ORD-20220130-000492","CUST-0001595","2022-01-30 14:28:03","2-item cart","2661,1898",2661.0,1898.0,"763,28.7%",763.0,28.7,"COD","Noida","371830","First","Meta","RTO","Kamya Mitra","2022-01-30",2,3740.0,1870.0,"Noida / Tier 2","Meta","Y",1,1,2499.0,1898.0,24.0,1.0,"SKU-PAN-0022","pants","KnitCraft Studio"
"ORD-20220130-000498","CUST-0002155","2022-01-30 23:42:30","Mixed Cart","2053,1787",2053.0,1787.0,"266,13.0%",266.0,13.0,"Card","Indore","510946","First","Influencer","Delivered","Lekha Gola","2022-01-30",4,10643.0,2660.75,"Indore / Tier 2","Influencer","Y",1,1,1799.0,1787.0,0.7,0.0,"SKU-SHO-0023","shorts","WestCo Garments"
"ORD-20220130-000503","CUST-0002294","2022-01-30 20:00:04","Mixed Cart","1938,1705",1938.0,1705.0,"233,12.0%",233.0,12.0,"NetBanking","Mumbai","258408","First","Instagram DM","Returned","Jai Ram","2022-01-30",1,1705.0,1705.0,"Mumbai / Tier 1","Instagram DM","N",1,1,1799.0,1705.0,5.2,1.0,"SKU-TSH-0010","tshirts","WestCo Garments"
"ORD-20220131-000508","CUST-0001292","2022-01-31 12:45:30","2-item cart","2751,1926",2751.0,1926.0,"826,30.0%",826.0,30.0,"UPI","Mumbai","635022","First","Meta","Delivered","Nathaniel Shroff","2022-01-31",1,1926.0,1926.0,"Mumbai / Tier 1","Meta","N",1,1,2699.0,1926.0,28.6,0.0,"SKU-PAN-0002","pants","Apex Fashions"
"ORD-20220201-000532","CUST-0001379","2022-02-01 16:36:47","Mixed Cart","1897,1735",1897.0,1735.0,"162,8.5%",162.0,8.5,"Card","Delhi","517001","First","Offline (Friends/Family)","Delivered","Liam Kalita","2022-02-01",4,9634.0,2408.5,"Delhi / Tier 1","Offline (Friends/Family)","Y",1,1,1799.0,1735.0,3.6,0.0,"SKU-SHO-0023","shorts","WestCo Garments"
"ORD-20220202-000545","CUST-0002570","2022-02-02 14:44:47","2-item cart","1833,1704",1833.0,1704.0,"129,7.1%",129.0,7.1,"UPI","Ahmedabad","785909","Repeat","Meta","Returned","Azaan Merchant","2022-01-09",5,10954.0,2190.8,"Bengaluru / Tier 1","Offline (Friends/Family)","Y",1,1,2699.0,1704.0,36.9,1.0,"SKU-PAN-0002","pants","Apex Fashions"
